Category|Manufacturer|Type|DeviceID|TestSignal|Firmware|
Graphic cards|ATI|BARTS|0x1002:0x6722|none|4.11.100|
Graphic cards|ATI|BARTS|0x1002:0x6722|none|10.01.100|
Graphic cards|ATI|BARTS|0x1002:0x6723|none|4.11.100|
Graphic cards|ATI|BARTS|0x1002:0x6723|none|10.01.100|
Graphic cards|ATI|BARTS|0x1002:0x6726|none|4.11.100|
Graphic cards|ATI|BARTS|0x1002:0x6726|none|10.01.100|
Graphic cards|ATI|BARTS|0x1002:0x6727|none|4.11.100|
Graphic cards|ATI|BARTS|0x1002:0x6727|none|10.01.100|
Graphic cards|ATI|BARTS|0x1002:0x6728|none|4.11.100|
Graphic cards|ATI|BARTS|0x1002:0x6728|none|10.01.100|
Graphic cards|ATI|BARTS|0x1002:0x6729|none|4.11.100|
Graphic cards|ATI|BARTS|0x1002:0x6729|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6760|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6760|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6761|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6761|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6762|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6762|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6763|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6763|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6764|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6764|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6765|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6765|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6766|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6766|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6767|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6767|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6768|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6768|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6770|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6770|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6772|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6772|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6778|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6778|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x6779|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x6779|none|10.01.100|
Graphic cards|ATI|CAICOS|0x1002:0x677B|none|4.11.100|
Graphic cards|ATI|CAICOS|0x1002:0x677B|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6700|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6700|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6701|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6701|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6702|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6702|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6703|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6703|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6704|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6704|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6705|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6705|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6706|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6706|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6707|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6707|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6708|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6708|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6709|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x6709|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x671C|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x671C|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x671D|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x671D|none|10.01.100|
Graphic cards|ATI|CAYMAN|0x1002:0x671F|none|4.11.100|
Graphic cards|ATI|CAYMAN|0x1002:0x671F|none|10.01.100|
Graphic cards|ATI|CEDAR|0x1002:0x68E8|none|4.11.100|
Graphic cards|ATI|CEDAR|0x1002:0x68E8|none|10.01.100|
Graphic cards|ATI|CEDAR|0x1002:0x68F8|none|4.11.100|
Graphic cards|ATI|CEDAR|0x1002:0x68F8|none|10.01.100|
Graphic cards|ATI|CEDAR|0x1002:0x68FA|none|4.11.100|
Graphic cards|ATI|CEDAR|0x1002:0x68FA|none|10.01.100|
Graphic cards|ATI|CEDAR|0x1002:0x68FE|none|4.11.100|
Graphic cards|ATI|CEDAR|0x1002:0x68FE|none|10.01.100|
Graphic cards|ATI|CYPRESS|0x1002:0x6880|none|4.11.100|
Graphic cards|ATI|CYPRESS|0x1002:0x6880|none|10.01.100|
Graphic cards|ATI|ES1000 515E (PCI)|0x1002:0x515E|none|4.11.100|
Graphic cards|ATI|ES1000 515E (PCI)|0x1002:0x515E|none|10.01.100|
Graphic cards|ATI|ES1000 5969 (PCI)|0x1002:0x5969|none|4.11.100|
Graphic cards|ATI|ES1000 5969 (PCI)|0x1002:0x5969|none|10.01.100|
Graphic cards|ATI|FireGL 8700/8800 QH (AGP)|0x1002:0x5148|none|4.11.100|
Graphic cards|ATI|FireGL 8700/8800 QH (AGP)|0x1002:0x5148|none|10.01.100|
Graphic cards|ATI|FireGL M22 GL 5464 (PCIE)|0x1002:0x5464|none|4.11.100|
Graphic cards|ATI|FireGL M22 GL 5464 (PCIE)|0x1002:0x5464|none|10.01.100|
Graphic cards|ATI|FireGL M24 GL 3154 (PCIE)|0x1002:0x3154|none|4.11.100|
Graphic cards|ATI|FireGL M24 GL 3154 (PCIE)|0x1002:0x3154|none|10.01.100|
Graphic cards|ATI|Mobility FireGL 9000 (M9) Ld (AGP)|0x1002:0x4C64|none|4.11.100|
Graphic cards|ATI|Mobility FireGL T2e (M11) NV (AGP)|0x1002:0x4E56|none|4.11.100|
Graphic cards|ATI|Mobility FireGL T2 (M10) NT (AGP)|0x1002:0x4E54|none|4.11.100|
Graphic cards|ATI|FireGL RV360 AV (AGP)|0x1002:0x4156|none|4.11.100|
Graphic cards|ATI|FireGL RV360 AV (AGP)|0x1002:0x4156|none|10.01.100|
Graphic cards|ATI|FireGL T2 AT (AGP)|0x1002:0x4154|none|4.11.100|
Graphic cards|ATI|FireGL T2 AT (AGP)|0x1002:0x4154|none|10.01.100|
Graphic cards|ATI|FireGL (R423) UR (PCIE)|0x1002:0x5552|none|4.11.100|
Graphic cards|ATI|FireGL  (R423) UT (PCIE)|0x1002:0x5554|none|4.11.100|
Graphic cards|ATI|FireGL V3100 (RV370) 5B64 (PCIE)|0x1002:0x5B64|none|4.11.100|
Graphic cards|ATI|FireGL V3100 (RV370) 5B64 (PCIE)|0x1002:0x5B64|none|10.01.100|
Graphic cards|ATI|FireGL V3200 (RV380) 3E54 (PCIE)|0x1002:0x3E54|none|4.11.100|
Graphic cards|ATI|FireGL V3200 (RV380) 3E54 (PCIE)|0x1002:0x3E54|none|10.01.100|
Graphic cards|ATI|FireGL V3300|0x1002:0x7152|none|4.11.100|
Graphic cards|ATI|FireGL V3300|0x1002:0x7152|none|10.01.100|
Graphic cards|ATI|FireGL V3350|0x1002:0x7153|none|4.11.100|
Graphic cards|ATI|FireGL V3350|0x1002:0x7153|none|10.01.100|
Graphic cards|ATI|FireGL V3400|0x1002:0x71D2|none|4.11.100|
Graphic cards|ATI|FireGL V3400|0x1002:0x71D2|none|10.01.100|
Graphic cards|ATI|FireGL V3600|0x1002:0x958D|none|4.11.100|
Graphic cards|ATI|FireGL V3600|0x1002:0x958D|none|10.01.100|
Graphic cards|ATI|FireGL V4000|0x1002:0x94C5|none|4.11.100|
Graphic cards|ATI|FireGL V4000|0x1002:0x94C5|none|10.01.100|
Graphic cards|ATI|FireGL V5000 (RV410) (PCIE)|0x1002:0x5E48|none|4.11.100|
Graphic cards|ATI|FireGL V5000 (RV410) (PCIE)|0x1002:0x5E48|none|10.01.100|
Graphic cards|ATI|FireGL V5100 (R423) UQ (PCIE)|0x1002:0x5551|none|4.11.100|
Graphic cards|ATI|FireGL V5100 (R423) UQ (PCIE)|0x1002:0x5551|none|10.01.100|
Graphic cards|ATI|FireGL V5200|0x1002:0x71DA|none|4.11.100|
Graphic cards|ATI|FireGL V5200|0x1002:0x71DA|none|10.01.100|
Graphic cards|ATI|FireGL V5300|0x1002:0x7105|none|4.11.100|
Graphic cards|ATI|FireGL V5300|0x1002:0x7105|none|10.01.100|
Graphic cards|ATI|FireGL V5600|0x1002:0x958C|none|4.11.100|
Graphic cards|ATI|FireGL V5600|0x1002:0x958C|none|10.01.100|
Graphic cards|ATI|FireGL V7100 (R423) (PCIE)|0x1002:0x5550|none|4.11.100|
Graphic cards|ATI|FireGL V7100 (R423) (PCIE)|0x1002:0x5550|none|10.01.100|
Graphic cards|ATI|FireGL V7200|0x1002:0x7104|none|4.11.100|
Graphic cards|ATI|FireGL V7200|0x1002:0x7104|none|10.01.100|
Graphic cards|ATI|FireGL V7300|0x1002:0x710E|none|4.11.100|
Graphic cards|ATI|FireGL V7300|0x1002:0x710E|none|10.01.100|
Graphic cards|ATI|FireGL V7350|0x1002:0x710F|none|4.11.100|
Graphic cards|ATI|FireGL V7350|0x1002:0x710F|none|10.01.100|
Graphic cards|ATI|FireGL V7400|0x1002:0x728C|none|4.11.100|
Graphic cards|ATI|FireGL V7400|0x1002:0x728C|none|10.01.100|
Graphic cards|ATI|FireGL V7600|0x1002:0x940F|none|4.11.100|
Graphic cards|ATI|FireGL V7600|0x1002:0x940F|none|10.01.100|
Graphic cards|ATI|FireGL V7700|0x1002:0x9511|none|4.11.100|
Graphic cards|ATI|FireGL V7700|0x1002:0x9511|none|10.01.100|
Graphic cards|ATI|FireGL V8600|0x1002:0x940B|none|4.11.100|
Graphic cards|ATI|FireGL V8600|0x1002:0x940B|none|10.01.100|
Graphic cards|ATI|FireGL V8650|0x1002:0x940A|none|4.11.100|
Graphic cards|ATI|FireGL V8650|0x1002:0x940A|none|10.01.100|
Graphic cards|ATI|FireGL X1 NG (AGP)|0x1002:0x4E47|none|4.11.100|
Graphic cards|ATI|FireGL X1 NG (AGP)|0x1002:0x4E47|none|10.01.100|
Graphic cards|ATI|FireGL X2 AK (AGP)|0x1002:0x414B|none|4.11.100|
Graphic cards|ATI|FireGL X2 AK (AGP)|0x1002:0x414B|none|10.01.100|
Graphic cards|ATI|FireGL X2 NK (AGP)|0x1002:0x4E4A|none|4.11.100|
Graphic cards|ATI|FireGL X2 NK (AGP)|0x1002:0x4E4A|none|10.01.100|
Graphic cards|ATI|FireGL X3 (R420) JM (AGP)|0x1002:0x4A4D|none|4.11.100|
Graphic cards|ATI|FireGL X3 (R420) JM (AGP)|0x1002:0x4A4D|none|10.01.100|
Graphic cards|ATI|FireGL Z1 AG (AGP)|0x1002:0x4147|none|4.11.100|
Graphic cards|ATI|FireGL Z1 AG (AGP)|0x1002:0x4147|none|10.01.100|
Graphic cards|ATI|FireMV 2200 (PCI)|0x1002:0x5965|none|4.11.100|
Graphic cards|ATI|FireMV 2200 (PCI)|0x1002:0x5965|none|10.01.100|
Graphic cards|ATI|FireMV 2200 PCIE (RV370) 5B65 (PCIE)|0x1002:0x5B65|none|4.11.100|
Graphic cards|ATI|FireMV 2200 PCIE (RV370) 5B65 (PCIE)|0x1002:0x5B65|none|10.01.100|
Graphic cards|ATI|FireMV 2250|0x1002:0x719B|none|4.11.100|
Graphic cards|ATI|FireMV 2250|0x1002:0x719B|none|10.01.100|
Graphic cards|ATI|FireMV 2260|0x1002:0x94CD|none|4.11.100|
Graphic cards|ATI|FireMV 2260|0x1002:0x94CD|none|10.01.100|
Graphic cards|ATI|FireMV 2260|0x1002:0x95CE|none|4.11.100|
Graphic cards|ATI|FireMV 2260|0x1002:0x95CE|none|10.01.100|
Graphic cards|ATI|FireMV 2260|0x1002:0x95CF|none|4.11.100|
Graphic cards|ATI|FireMV 2260|0x1002:0x95CF|none|10.01.100|
Graphic cards|ATI|FireMV 2400 3155 (PCI)|0x1002:0x3155|none|4.11.100|
Graphic cards|ATI|FireMV 2400 3155 (PCI)|0x1002:0x3155|none|10.01.100|
Graphic cards|ATI|FireMV 2400 (PCI)|0x1002:0x3151|none|4.11.100|
Graphic cards|ATI|FireMV 2400 (PCI)|0x1002:0x3151|none|10.01.100|
Graphic cards|ATI|FireMV 2400 PCI|0x1002:0x4C6E|none|4.11.100|
Graphic cards|ATI|FireMV 2400 PCI|0x1002:0x4C6E|none|10.01.100|
Graphic cards|ATI|FireMV 2450|0x1002:0x95CD|none|4.11.100|
Graphic cards|ATI|FireMV 2450|0x1002:0x95CD|none|10.01.100|
Graphic cards|ATI|FirePro 2270|0x1002:0x68F2|none|4.11.100|
Graphic cards|ATI|FirePro 2270|0x1002:0x68F2|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x6888|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x6888|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x6889|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x6889|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x688A|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x688A|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68A8|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68A8|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68A9|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68A9|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68C8|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68C8|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68C9|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68C9|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68E9|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68E9|none|10.01.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68F1|none|4.11.100|
Graphic cards|ATI|FirePro (FireGL) Graphics Adapter|0x1002:0x68F1|none|10.01.100|
Graphic cards|ATI|FirePro M5750|0x1002:0x9489|none|4.11.100|
Graphic cards|ATI|FirePro M5750|0x1002:0x9489|none|10.01.100|
Graphic cards|ATI|FirePro M5750|0x1002:0x94B9|none|4.11.100|
Graphic cards|ATI|FirePro M5750|0x1002:0x94B9|none|10.01.100|
Graphic cards|ATI|FirePro M7740|0x1002:0x94A3|none|4.11.100|
Graphic cards|ATI|FirePro M7740|0x1002:0x94A3|none|10.01.100|
Graphic cards|ATI|FirePro M7750|0x1002:0x946A|none|4.11.100|
Graphic cards|ATI|FirePro M7750|0x1002:0x946A|none|10.01.100|
Graphic cards|ATI|FirePro RG220|0x1002:0x9557|none|4.11.100|
Graphic cards|ATI|FirePro RG220|0x1002:0x9557|none|10.01.100|
Graphic cards|ATI|FirePro RV770|0x1002:0x944E|none|4.11.100|
Graphic cards|ATI|FirePro RV770|0x1002:0x944E|none|10.01.100|
Graphic cards|ATI|FirePro V3700|0x1002:0x95CC|none|4.11.100|
Graphic cards|ATI|FirePro V3700|0x1002:0x95CC|none|10.01.100|
Graphic cards|ATI|FirePro V3750 (FireGL)|0x1002:0x949F|none|4.11.100|
Graphic cards|ATI|FirePro V3750 (FireGL)|0x1002:0x949F|none|10.01.100|
Graphic cards|ATI|FirePro V5700 (FireGL)|0x1002:0x949E|none|4.11.100|
Graphic cards|ATI|FirePro V5700 (FireGL)|0x1002:0x949E|none|10.01.100|
Graphic cards|ATI|FirePro V7750 (FireGL)|0x1002:0x949C|none|4.11.100|
Graphic cards|ATI|FirePro V7750 (FireGL)|0x1002:0x949C|none|10.01.100|
Graphic cards|ATI|FirePro V7760 (FireGL)|0x1002:0x9446|none|4.11.100|
Graphic cards|ATI|FirePro V7760 (FireGL)|0x1002:0x9446|none|10.01.100|
Graphic cards|ATI|FirePro V8700 (FireGL)|0x1002:0x9456|none|4.11.100|
Graphic cards|ATI|FirePro V8700 (FireGL)|0x1002:0x9456|none|10.01.100|
Graphic cards|ATI|FirePro V8750 (FireGL)|0x1002:0x9444|none|4.11.100|
Graphic cards|ATI|FirePro V8750 (FireGL)|0x1002:0x9444|none|10.01.100|
Graphic cards|ATI|Firestream 9170|0x1002:0x9519|none|4.11.100|
Graphic cards|ATI|Firestream 9170|0x1002:0x9519|none|10.01.100|
Graphic cards|ATI|FireStream 9250|0x1002:0x9452|none|4.11.100|
Graphic cards|ATI|FireStream 9250|0x1002:0x9452|none|10.01.100|
Graphic cards|ATI|FireStream 9270|0x1002:0x9450|none|4.11.100|
Graphic cards|ATI|FireStream 9270|0x1002:0x9450|none|10.01.100|
Graphic cards|ATI|Firestream 9350|0x1002:0x688D|none|4.11.100|
Graphic cards|ATI|Firestream 9350|0x1002:0x688D|none|10.01.100|
Graphic cards|ATI|Firestream 9370|0x1002:0x688C|none|4.11.100|
Graphic cards|ATI|Firestream 9370|0x1002:0x688C|none|10.01.100|
Graphic cards|ATI|Mobility Gemini Radeon HD 2600 XT|0x1002:0x958B|none|4.11.100|
Graphic cards|ATI|Gemini RV630|0x1002:0x958A|none|4.11.100|
Graphic cards|ATI|Gemini RV630|0x1002:0x958A|none|10.01.100|
Graphic cards|ATI|M54-GL|0x1002:0x7144|none|4.11.100|
Graphic cards|ATI|M54-GL|0x1002:0x7144|none|10.01.100|
Graphic cards|ATI|M98|0x1002:0x946B|none|4.11.100|
Graphic cards|ATI|M98|0x1002:0x946B|none|10.01.100|
Graphic cards|ATI|M98|0x1002:0x947A|none|4.11.100|
Graphic cards|ATI|M98|0x1002:0x947A|none|10.01.100|
Graphic cards|ATI|M98|0x1002:0x947B|none|4.11.100|
Graphic cards|ATI|M98|0x1002:0x947B|none|10.01.100|
Graphic cards|ATI|Mobility FireGL 7800 M7 LX (AGP)|0x1002:0x4C58|none|4.11.100|
Graphic cards|ATI|Mobility FireGL 7800 M7 LX (AGP)|0x1002:0x4C58|none|10.01.100|
Graphic cards|ATI|Mobility FireGL Graphics Processor|0x1002:0x958F|none|4.11.100|
Graphic cards|ATI|Mobility FireGL Graphics Processor|0x1002:0x958F|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5000 (M26) (PCIE)|0x1002:0x564A|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5000 (M26) (PCIE)|0x1002:0x564A|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5000 (M26) (PCIE)|0x1002:0x564B|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5000 (M26) (PCIE)|0x1002:0x564B|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5100 (M28) (PCIE)|0x1002:0x5D49|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5100 (M28) (PCIE)|0x1002:0x5D49|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5200|0x1002:0x71C4|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5200|0x1002:0x71C4|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5250|0x1002:0x71D4|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5250|0x1002:0x71D4|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5700|0x1002:0x9595|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5700|0x1002:0x9595|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V5725|0x1002:0x959B|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V5725|0x1002:0x959B|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V7100|0x1002:0x7106|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V7100|0x1002:0x7106|none|10.01.100|
Graphic cards|ATI|Mobility FireGL V7200|0x1002:0x7103|none|4.11.100|
Graphic cards|ATI|Mobility FireGL V7200|0x1002:0x7103|none|10.01.100|
Graphic cards|ATI|Mobility Radeon 4100|0x1002:0x9713|none|4.11.100|
Graphic cards|ATI|Mobility Radeon 4100|0x1002:0x9713|none|10.01.100|
Graphic cards|ATI|Mobility Radeon 4300 Series|0x1002:0x9552|none|4.11.100|
Graphic cards|ATI|Mobility Radeon 4300 Series|0x1002:0x9552|none|10.01.100|
Graphic cards|ATI|Mobility Radeon 4330|0x1002:0x955F|none|4.11.100|
Graphic cards|ATI|Mobility Radeon 4330|0x1002:0x955F|none|10.01.100|
Graphic cards|ATI|Mobility Radeon 4500 Series|0x1002:0x9553|none|4.11.100|
Graphic cards|ATI|Mobility Radeon 4500 Series|0x1002:0x9553|none|10.01.100|
Graphic cards|ATI|Mobility Radeon 4500 Series|0x1002:0x9555|none|4.11.100|
Graphic cards|ATI|Mobility Radeon 4500 Series|0x1002:0x9555|none|10.01.100|
Graphic cards|ATI|Mobility Radeon Graphics|0x1002:0x68E4|none|4.11.100|
Graphic cards|ATI|Mobility Radeon Graphics|0x1002:0x68E4|none|10.01.100|
Graphic cards|ATI|Mobility Radeon Graphics|0x1002:0x68E5|none|4.11.100|
Graphic cards|ATI|Mobility Radeon Graphics|0x1002:0x68E5|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 2300|0x1002:0x7210|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 2300|0x1002:0x7210|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 2300|0x1002:0x7211|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 2300|0x1002:0x7211|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 2400|0x1002:0x94C9|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 2400|0x1002:0x94C9|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 2400 XT|0x1002:0x94C8|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 2400 XT|0x1002:0x94C8|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 2600|0x1002:0x9581|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 2600|0x1002:0x9581|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 2600 XT|0x1002:0x9583|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 2600 XT|0x1002:0x9583|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3400 Series|0x1002:0x95C4|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3400 Series|0x1002:0x95C4|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3430|0x1002:0x95C2|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3430|0x1002:0x95C2|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3650|0x1002:0x9591|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3650|0x1002:0x9591|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3670|0x1002:0x9593|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3670|0x1002:0x9593|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3850|0x1002:0x9504|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3850|0x1002:0x9504|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3850 X2|0x1002:0x9506|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3850 X2|0x1002:0x9506|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3870|0x1002:0x9508|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3870|0x1002:0x9508|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 3870 X2|0x1002:0x9509|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 3870 X2|0x1002:0x9509|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 4200|0x1002:0x9712|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 4200|0x1002:0x9712|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 4650|0x1002:0x9480|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 4650|0x1002:0x9480|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 4670|0x1002:0x9488|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 4670|0x1002:0x9488|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 4670|0x1002:0x948A|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 4670|0x1002:0x948A|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 4830|0x1002:0x94A0|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 4830|0x1002:0x94A0|none|10.01.100|
Graphic cards|ATI|Mobility RADEON HD 4850|0x1002:0x944A|none|4.11.100|
Graphic cards|ATI|Mobility RADEON HD 4850|0x1002:0x944A|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 4850|0x1002:0x94A1|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 4850|0x1002:0x94A1|none|10.01.100|
Graphic cards|ATI|Mobility RADEON HD 4850 X2|0x1002:0x944B|none|4.11.100|
Graphic cards|ATI|Mobility RADEON HD 4850 X2|0x1002:0x944B|none|10.01.100|
Graphic cards|ATI|Mobility RADEON HD 4870|0x1002:0x945A|none|4.11.100|
Graphic cards|ATI|Mobility RADEON HD 4870|0x1002:0x945A|none|10.01.100|
Graphic cards|ATI|Mobility RADEON HD 4870|0x1002:0x945E|none|4.11.100|
Graphic cards|ATI|Mobility RADEON HD 4870|0x1002:0x945E|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68C0|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68C0|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68C1|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68C1|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68E0|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68E0|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68E1|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 5000 Series|0x1002:0x68E1|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 5570|0x1002:0x68C7|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 5570|0x1002:0x68C7|none|10.01.100|
Graphic cards|ATI|Mobility Radeon HD 5800 Series|0x1002:0x68A0|none|4.11.100|
Graphic cards|ATI|Mobility Radeon HD 5800 Series|0x1002:0x68A0|none|10.01.100|
